Id,SalePrice
2658,118680.886493803
2718,158822.99844026225
2414,222436.19977647194
1989,111618.43789594885
625,175755.9685597907
333,89462.59987775682
1327,106831.62392820817
858,143427.00435461878
95,180433.87182536387
1568,169763.52578762724
2482,144497.7255509051
1364,117950.38226490523
2584,144298.49809808005
818,289172.9990984192
2673,146323.35854673025
2089,128815.26358502299
1297,184222.5568611673
790,115853.30650799681
2616,214655.84005197312
720,199872.82781405447
222,147019.9009573555
557,117716.41253367804
1148,182817.98981868976
2766,170270.74110812187
534,168225.85295131063
1452,113594.35341568026
630,130362.56412945339
2648,149558.6719874933
125,153054.66027762555
1904,54371.424569228446
1670,103725.43402303137
756,89073.13758870043
717,232732.56505552618
1032,171741.58489777305
852,210422.87553944846
1731,197774.76628596854
2639,108370.09218054966
2071,72821.73875643878
1267,112203.526054481
1851,196095.99497035093
567,164131.0262955386
2439,201121.6471663255
1898,147688.54157250628
647,181671.76124416626
2256,216752.58339451923
979,106060.79466676286
1444,212965.65314089804
2485,124046.37038835896
157,126041.43978894844
88,123943.09463710935
2003,109003.82686525492
186,213374.3272342516
1425,231164.80505740969
2695,121737.5942969324
738,100006.9004753413
395,153063.38576628163
1353,167480.22427400824
1878,150525.5711190277
390,163510.2796569718
1456,223130.72658207515
1103,324233.70442307915
1387,170355.2417470051
2070,156396.98712753225
1199,167112.681072078
2479,162625.2281423697
501,312872.07846771146
2362,102768.64561035513
1718,215904.99752432504
2188,104481.63953637262
1483,147238.555638496
2557,90433.40950110837
437,376976.0812058187
2224,211726.2058376331
1628,175057.51603018134
397,119493.05240609215
587,193671.18721181748
971,154055.2259216145
2611,145197.09637167823
1887,81133.1916244738
2399,358591.3907258688
2148,196534.82582570188
304,129104.7618362318
1997,128146.89048014002
2817,123103.2093784767
1431,192720.64747658002
427,342661.6294278563
263,118970.20181471168
598,179325.47072124443
2895,239536.33675940766
687,141984.83046063015
1822,132504.92682431755
2191,99964.70051794391
179,117745.01729163775
1009,218260.5356166979
2010,128834.73523677225
1991,131308.636419913
1411,203251.29854120023
1721,247338.53734552016
1144,175491.6720293685
593,209907.0403940127
575,292457.64066092344
1249,171088.73263962872
1604,131157.88793678206
1064,490312.82618956035
1923,157814.57511132202
1988,108265.67857968358
2325,172162.39314998826
114,200947.09100777062
2700,191698.8809171346
217,135070.8970035219
343,182619.95229704768
386,212332.49647600093
2005,110139.47053985312
2908,137994.88547020333
1814,235679.5711530115
2446,548857.7555826551
208,145772.34297236384
1679,93642.1129513386
822,315859.43481968937
6,193775.50949488205
1781,414594.9357431206
2397,315772.6314458923
2340,302907.4381741807
1618,156446.28685767303
2843,76628.95500484035
1061,387385.39678373554
2786,117282.80400873395
1935,138265.57477491422
1341,112746.9532897521
521,259006.67382770713
2136,138794.0324230426
996,192460.4407810665
227,141068.48899469702
135,176870.720450659
1167,167618.02545497846
294,223513.74473915013
1776,207099.78139436865
540,168015.35764103176
1717,232284.4647073283
2303,126561.79403375316
116,188415.5033629331
127,146208.74030578654
1371,126809.50334823293
1014,176169.21584610594
1507,91831.7701328141
702,131154.57024453353
750,137962.93267989694
261,132579.50525001058
1559,68710.83846937383
577,221130.15423956746
2812,188872.97809650787
2080,162879.11454136702
1368,110570.96056415791
2376,127165.45226183826
659,117654.45433485013
1235,128507.98699024826
332,76208.05743329015
1917,148096.04146277095
2094,229015.1818148389
1460,265045.35106917715
1471,214869.10165977583
1509,125391.60171583029
1922,140830.74429539687
433,512590.582106931
460,267978.32732292975
1116,235225.48118633166
1137,177412.1555888005
53,147026.1762932054
2354,280722.74047238386
1475,187464.9242901046
1761,635603.5988544155
842,147454.47460648732
2739,183949.37901678061
2509,153888.07028999054
1007,196666.12777504168
2610,186328.96486738423
1952,110038.04787293241
2719,169747.1319914691
2921,87411.3132321976
1966,152024.7992638117
292,128561.85306327525
1204,189015.7170564492
1829,237782.2731883261
2419,194389.9481210921
391,146072.27198353235
798,114343.58446298847
481,190854.98441752998
193,202202.35440176667
555,121330.30338180423
899,66241.13484174559
2357,185523.05972206828
328,137368.26451484388
1356,110503.21628873903
1154,108625.15875381858
1730,186208.26573285917
2249,153013.7788564326
1119,279916.77039247926
2856,145360.30937292014
1394,135020.30321607427
2587,109687.44234702713
61,320583.8982718717
2661,193331.53422934917
2711,120768.95826470046
1147,174475.3055772803
757,125570.59257477589
2623,102596.3410589518
2378,130687.90096424172
1413,130652.6816883522
1722,211983.49176152944
1112,206149.28472953988
1623,191940.40418598242
1201,178957.58267326324
1513,126156.73543254011
957,511926.44420956844
1171,284102.1348793827
1145,188836.38644304444
2726,237454.63881466995
703,129770.29066994868
760,119935.55800048137
1964,155558.44839857594
2512,180371.81474831823
159,154896.24986794993
1281,160674.47579214972
468,174304.9185985173
290,118406.06679249389
665,90153.55198599905
1463,258564.02759363296
1792,213693.30794806386
923,154855.339912066
500,265073.3500952478
1408,180325.5622879034
331,83521.48048368463
170,131502.49400157345
2192,106801.8714792921
2571,354718.7455425206
2314,173195.47464069564
2647,79924.23417850997
422,457630.9052461928
2457,377819.61219416105
1838,198722.2950443503
2805,255695.0593840388
1645,147420.18539084855
1711,319734.68097984756
2825,229006.69208812207
322,321488.86838208744
2103,258135.4285335414
342,120114.1996621214
600,123341.29566264158
488,173335.1552322041
1725,326424.85241630615
2246,289810.2138225157
2847,162989.26955433234
806,241329.00639035573
530,229458.095040881
963,203144.7810535971
2678,87489.55059653791
171,90809.94443819049
2401,466612.61464550754
805,218561.4334402823
2259,246744.44444880952
1748,182753.53591804203
1361,131082.95151746756
1677,116630.6209172291
1406,165432.10683746505
2322,253908.8316448492
688,142796.86502339848
143,144352.67465192662
804,202600.48939728359
1214,159293.00539932656
2828,150971.26981995607
1999,206546.7672358337
2467,207869.94279890083
2665,156836.49758500647
1538,349546.3860407715
398,124969.8453985003
2822,151433.68294128773
2157,141783.67928382597
1856,182508.53785407895
1269,91066.57241486959
2570,124081.80975112157
2320,227082.18194921964
1517,102992.61228919202
2304,119136.41230895043
1312,98152.27362486858
2012,123427.54570069576
506,243153.23325066332
2865,189901.21084703025
2367,103278.37211923124
554,81685.1698626854
238,130649.67972794686
1954,102762.69176145758
2488,133565.9864005559
2291,92621.88995084004
1969,102201.95165072649
2725,180222.858049122
1482,147238.555638496
2763,188564.47554599433
503,253792.15802447946
1584,251145.4625489465
1531,137279.62783842417
2210,153360.78440511785
459,347771.01152496994
556,128902.25478148522
1347,130152.78023959466
1290,75482.14542937488
1388,101515.45139193995
1571,384720.40116235113
2754,203275.20356561342
765,149863.22368088557
2494,127666.77793861869
2870,202570.07672983513
7,229115.6104823408
1114,242368.07429903
2418,291485.72726289707
291,104013.05334940464
18,390682.6734061656
39,392092.5067157098
1001,272473.39998273423
2442,232034.00780208892
616,119151.00100277562
2680,58835.08731497162
1414,112184.85099185642
289,149691.6714342079
40,264923.7282703052
860,129133.49988295817
409,122217.50887152321
673,151490.74027015147
2427,166473.6785603476
2036,219972.13304770802
2564,127512.4169933468
642,164469.75012097094
1008,181578.52312781333
1908,145135.71420758206
2519,197991.64726919692
1369,96350.39083549232
2855,159584.86093448423
712,87333.8886075436
1943,122472.44226396331
1958,128788.92118832866
107,140484.68369946763
2295,237359.7076959986
704,89964.53838478729
676,120713.9789944477
259,178365.32951450205
93,297276.89401796646
106,245661.35120440117
2315,171169.89200478638
1050,105848.25532069372
1095,204762.22141727945
2709,150687.54381085804
758,154441.38905363702
1496,143307.54729025552
2370,112181.25159730011
2458,282380.0021198542
2733,136957.44719586257
161,281778.950283349
726,149418.60672005307
845,198785.78556572233
947,260490.64699978303
2232,109757.62519001681
2563,144628.53937213463
2299,157213.34558847203
211,65688.15170209255
605,153494.98015320272
1478,184765.73187418858
2247,261258.77303826011
2274,245316.1210605958
2869,199562.76887726583
967,213192.6065886257
2656,115465.56453574958
667,196392.08285125907
1042,114812.35817176156
2023,150830.1774339872
2447,410786.2241323063
2055,116761.82140090641
2275,278707.2600700952
2204,155395.12861557695
1563,259307.7282688808
483,228064.24648742398
796,125521.45495215233
1526,141688.39932478778
2042,154831.62561826932
442,352179.8521729002
1693,352756.80073576316
1468,217957.28066480282
1430,184491.33441700213
2605,168032.6811981413
1529,189403.04469080563
335,154960.4790735145
1287,118777.51646202366
31,100401.15417869658
1785,326557.72727757675
82,150698.01753075418
2620,132365.13286261234
252,178879.7427974741
721,71571.92775021968
2165,191723.57346942797
2316,177825.51380903047
775,131161.60085739108
1558,106775.13499929055
17,216455.742348845
1022,243453.67186114288
925,109579.2975751478
438,264671.64895921684
1270,157475.75710365913
1272,137930.44581499975
215,141200.42096127372
266,221623.8495548286
2402,293937.5218018075
1250,124759.2038330729
1984,120385.03673472376
1279,130526.66247800435
377,253151.3816520104
1252,123936.6244948117
2156,270218.87442854623
499,335697.7425723269
1374,125005.20578599538
2898,254634.18162869217
401,123343.41477069035
2721,168952.4356631547
2078,247923.9316397382
2589,121082.22885631229
1946,221174.01835090065
1334,111389.94470382982
2781,221574.71838714724
431,421319.1890184678
576,189817.00718942183
1474,203756.30440827715
2254,127124.62912993961
2155,285393.95616801525
885,113092.43966888299
643,129095.00109322648
1944,126765.93756921525
480,191385.5689262799
2845,120343.8198668822
2387,321383.96109283855
2407,218092.10936000675
2527,156268.78333675192
2514,142843.70190797478
629,164803.00835502177
80,200097.9695852604
1876,139654.0538701815
1546,115495.4659320623
2518,159103.15523413365
2347,155943.1697209913
783,240507.79616871892
1322,75244.7071987925
194,83386.43969985552
1770,286113.2643188031
2143,168828.65193977897
1229,220200.4319941286
511,273651.0842687173
46,239125.70192676474
1348,183555.97693361144
2465,206266.48238349648
387,236157.10505657038
873,225751.62109868845
1918,114536.28073025013
